,Track Name,Artists,Album Name,Album ID,Track ID,Popularity,Release Date,Duration (ms),Explicit,External URLs,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo
82,Dog Days Are Over,Florence + The Machine,Lungs (Deluxe Edition),2FgknX5e7fJlriQtxvpLhZ,1YLJVmuzeM2YSUkCCaTNUB,78,2009,251840,False,https://open.spotify.com/track/1YLJVmuzeM2YSUkCCaTNUB,0.492,0.81,7,-5.315,1,0.0847,0.0416,0.00379,0.117,0.245,149.954
83,So What,P!nk,Greatest Hits...So Far!!!,2tUn9E3nHXhUIJ47yv6ePD,7bprRkhvOXWmWpqOrEWbXu,0,2010-11-12,214520,True,https://open.spotify.com/track/7bprRkhvOXWmWpqOrEWbXu,0.531,0.864,11,-2.978,1,0.0433,0.000105,2.05e-06,0.346,0.402,126.02
84,The Lazy Song,Bruno Mars,Doo-Wops & Hooligans,1uyf3l2d4XYwiEqAb7t7fX,1ExfPZEiahqhLyajhybFeS,75,2010-10-05,189109,False,https://open.spotify.com/track/1ExfPZEiahqhLyajhybFeS,0.794,0.711,8,-5.124,0,0.0699,0.3,0.0,0.0955,0.955,174.915
85,Burn,Ellie Goulding,Halcyon Days,3KVeczHxWg5YFKb0gS62f2,0xMd5bcWTbyXS7wPrBtZA6,61,2013-01-01,231212,False,https://open.spotify.com/track/0xMd5bcWTbyXS7wPrBtZA6,0.559,0.777,1,-5.031,1,0.0432,0.31,0.0,0.105,0.329,87.016
86,Don't Stop The Music,Rihanna,Good Girl Gone Bad: Reloaded,1G2ZRwcqN6warfakvcPgEs,6tXjP6xgPJ7Xr1igrO6bOE,0,2008-06-02,267080,False,https://open.spotify.com/track/6tXjP6xgPJ7Xr1igrO6bOE,0.835,0.669,6,-5.582,0,0.0643,0.0336,6.92e-05,0.0535,0.542,122.668
87,"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack)","David Guetta, AFROJACK, Bebe Rexha, Nicki Minaj",Listen (Deluxe),3UEEPh5wsdhP7SKC31yvhu,5b2bu6yyATC1zMXDGScJ2d,63,2014-11-24,192560,False,https://open.spotify.com/track/5b2bu6yyATC1zMXDGScJ2d,0.596,0.73,9,-4.091,1,0.151,0.24,0.0,0.325,0.525,85.979
88,Kryptonite,3 Doors Down,The Better Life,5gO2acKSOaJnP0Mcy8IpU6,6ZOBP3NvffbU4SZcrnt1k6,83,2000,233933,False,https://open.spotify.com/track/6ZOBP3NvffbU4SZcrnt1k6,0.545,0.865,11,-5.708,0,0.0286,0.00664,1.1e-05,0.168,0.543,99.009
89,Good Feeling,Flo Rida,Good Feeling,19JqA8H10co29VVwazL2Gw,3NcO4jGK1Opb5ea0mYLpxb,58,2011-08-29,248133,False,https://open.spotify.com/track/3NcO4jGK1Opb5ea0mYLpxb,0.706,0.89,1,-4.444,0,0.0688,0.0588,0.00286,0.306,0.684,128.011
90,I Cry,Flo Rida,Wild Ones,7eLwoxxWs6lfkVYJGkGNbk,4bZd0nRuX8HyjeXAUBczvm,68,2012-06-22,223800,False,https://open.spotify.com/track/4bZd0nRuX8HyjeXAUBczvm,0.693,0.822,4,-5.441,0,0.0439,0.00616,1.79e-06,0.315,0.763,126.035
91,Party In The U.S.A.,Miley Cyrus,The Time Of Our Lives,64aKkqxc3Ur2LYIKeS5osS,5Q0Nhxo0l2bP3pNjpGJwV1,79,2009-01-01,202067,False,https://open.spotify.com/track/5Q0Nhxo0l2bP3pNjpGJwV1,0.652,0.698,10,-4.667,0,0.042,0.00112,0.000115,0.0886,0.47,96.021
92,Forget You,CeeLo Green,The Lady Killer,0kA2VAfzhFIIv0jEHdFKEN,7AqISujIaWcY3h5zrOqt5v,65,2010-11-09,222733,False,https://open.spotify.com/track/7AqISujIaWcY3h5zrOqt5v,0.696,0.875,0,-3.682,1,0.0649,0.134,0.0,0.159,0.772,127.39
93,Down,Marian Hill,ACT ONE,5laClXclOn3sCQOWKqFohJ,5eCkuGPZNl4mISFNPgr3Dd,57,2016-06-24,197773,False,https://open.spotify.com/track/5eCkuGPZNl4mISFNPgr3Dd,0.678,0.357,0,-14.712,0,0.128,0.675,0.00569,0.124,0.0661,113.301
94,Shape of You,Ed Sheeran,Shape of You,7oJa8bPFKVbq4c7NswXHw8,0FE9t6xYkqWXU2ahLh6D8X,24,2017-01-06,233713,False,https://open.spotify.com/track/0FE9t6xYkqWXU2ahLh6D8X,0.825,0.652,1,-3.183,0,0.0802,0.581,0.0,0.0931,0.931,95.977
95,Wannabe,Spice Girls,Spice,3x2jF7blR6bFHtk4MccsyJ,1Je1IMUlBXcx1Fz0WE7oPT,83,1996-01-01,173027,False,https://open.spotify.com/track/1Je1IMUlBXcx1Fz0WE7oPT,0.768,0.864,11,-6.145,1,0.0324,0.101,0.0,0.162,0.891,110.008
96,Uptight (Everything's Alright),Stevie Wonder,Number 1's,5x7vXXWapy8cUmdSuwpUy1,6AEaiHXFPOncWxkoKmb5dB,0,2007-01-01,172627,False,https://open.spotify.com/track/6AEaiHXFPOncWxkoKmb5dB,0.589,0.721,5,-5.8,0,0.0287,0.0838,0.0,0.127,0.843,134.208
97,Thumbs,Sabrina Carpenter,EVOLution,0J19U0vehC7CoJJezsm9sv,3UjJP4ludb74a29P5EHEIo,0,2016-10-14,216467,False,https://open.spotify.com/track/3UjJP4ludb74a29P5EHEIo,0.721,0.722,8,-3.56,1,0.0577,0.025,0.0,0.0889,0.112,135.118
98,Lampshades on Fire,Modest Mouse,Strangers to Ourselves,6iKqPv9C5oU29LR82N8lJf,5jJ69cMDMC0aeWPjZo6VP2,59,2015-03-13,187720,False,https://open.spotify.com/track/5jJ69cMDMC0aeWPjZo6VP2,0.659,0.906,7,-3.906,0,0.0428,0.156,3.27e-06,0.105,0.792,94.997
99,"Signed, Sealed, Delivered (I'm Yours)",Stevie Wonder,Number 1's,5x7vXXWapy8cUmdSuwpUy1,2jg4Yc8071puvDRYi22B3a,0,2007-01-01,158040,False,https://open.spotify.com/track/2jg4Yc8071puvDRYi22B3a,0.646,0.784,5,-6.137,1,0.0334,0.00495,0.0,0.061,0.819,108.84
100,Hey Jude - Remastered 2015,The Beatles,1 (Remastered),7vEJAtP3KgKSpOHVgwm3Eh,0aym2LBJBk9DAYuHHutrIl,73,2000-11-13,425653,False,https://open.spotify.com/track/0aym2LBJBk9DAYuHHutrIl,0.386,0.607,10,-7.7,1,0.0261,0.0112,1.38e-05,0.088,0.532,147.207
101,Hound Dog,Elvis Presley,Elvis' Golden Records,0C3t1htEDTFKcg7F2rNbek,64Ny7djQ6rNJspquof2KoX,65,1958-03-21,136027,False,https://open.spotify.com/track/64Ny7djQ6rNJspquof2KoX,0.494,0.756,0,-8.492,1,0.0499,0.733,0.00505,0.76,0.949,86.895
102,Wouldn't It Be Nice,The Beach Boys,Pet Sounds (Original Mono & Stereo Mix),6GphKx2QAPRoVGWE9D7ou8,2Gy7qnDwt8Z3MNxqat4CsK,69,1966-06-16,153205,False,https://open.spotify.com/track/2Gy7qnDwt8Z3MNxqat4CsK,0.392,0.629,5,-7.056,1,0.0335,0.718,3.76e-06,0.129,0.72,124.511
103,Immigrant Song - Remaster,Led Zeppelin,Led Zeppelin III (Remaster),6P5QHz4XtxOmS5EuiGIPut,78lgmZwycJ3nzsdgmPPGNx,81,1970,146250,False,https://open.spotify.com/track/78lgmZwycJ3nzsdgmPPGNx,0.564,0.932,11,-10.068,1,0.0554,0.013,0.169,0.349,0.619,112.937
104,Crazy Train,Ozzy Osbourne,Blizzard of Ozz (Expanded Edition),6aGfK3YpRxZ1rJfaNRckLH,2b9lp5A6CqSzwOrBfAFhof,2,1980-09-20,296200,False,https://open.spotify.com/track/2b9lp5A6CqSzwOrBfAFhof,0.453,0.905,9,-4.001,1,0.115,0.36,0.000569,0.26,0.474,137.571
105,Sharp Dressed Man - 2008 Remaster,ZZ Top,Eliminator,5LMGAYhn2ywaxGZdtmXGpw,1UBQ5GK8JaQjm5VbkBZY66,76,1983-03-23,258027,False,https://open.spotify.com/track/1UBQ5GK8JaQjm5VbkBZY66,0.601,0.859,5,-5.263,1,0.0276,0.000359,0.00124,0.0871,0.446,125.145
106,Play That Funky Music,Wild Cherry,Wild Cherry,27ompw8zlrCkWMacS21ysX,5uuJruktM9fMdN9Va0DUMl,72,1976,300000,False,https://open.spotify.com/track/5uuJruktM9fMdN9Va0DUMl,0.814,0.672,9,-12.068,1,0.0619,0.0435,0.0,0.061,0.933,109.394
107,ABC,The Jackson 5,ABC,3btVhknqDeGAEd1Qj7lL57,6wDviYDtmSDZ0S6TVMM9Vc,6,1970-05-08,177733,False,https://open.spotify.com/track/6wDviYDtmSDZ0S6TVMM9Vc,0.715,0.678,8,-11.842,1,0.0475,0.486,0.000192,0.15,0.947,94.769
108,Don't Stop Believin',Journey,Escape (Bonus Track Version),43wpzak9OmQfrjyksuGwp0,4bHsxqR3GMrXTxEPLuK5ue,85,1981,250987,False,https://open.spotify.com/track/4bHsxqR3GMrXTxEPLuK5ue,0.5,0.748,4,-9.072,1,0.0363,0.127,0.0,0.447,0.514,118.852
109,You Give Love A Bad Name,Bon Jovi,Slippery When Wet,5uU2uM1RGHfzlA12opjqol,3KYiA4vq6RPO1dE2XROXd8,0,1986-01-01,222707,False,https://open.spotify.com/track/3KYiA4vq6RPO1dE2XROXd8,0.537,0.959,0,-3.002,0,0.0557,0.0704,1.8e-06,0.382,0.828,122.806
110,Rich Girl,Daryl Hall & John Oates,Bigger Than Both Of Us,5TNzBp7QYsXIHrI5xxVuic,0qRR9d89hIS0MHRkQ0ejxX,80,1976-08-01,142787,False,https://open.spotify.com/track/0qRR9d89hIS0MHRkQ0ejxX,0.573,0.683,5,-6.644,1,0.176,0.461,0.0,0.0935,0.817,169.519
111,Jessie's Girl,Rick Springfield,Working Class Dog,4KKFWTePKtgb6mOwFDqxYa,5RsUlxLto4NZbhJpqJbHfN,73,1981-03-13,194120,False,https://open.spotify.com/track/5RsUlxLto4NZbhJpqJbHfN,0.727,0.834,2,-5.851,1,0.0496,0.165,0.0,0.105,0.816,131.7
112,Welcome to the Black Parade,My Chemical Romance,The Black Parade,0FZK97MXMm5mUQ8mtudjuK,5wQnmLuC1W7ATsArWACrgW,81,2006-10-23,311107,False,https://open.spotify.com/track/5wQnmLuC1W7ATsArWACrgW,0.217,0.905,2,-4.103,1,0.0752,0.000289,0.00011,0.222,0.236,96.95
113,Eye of the Tiger,Survivor,Eye Of The Tiger,4PT9VulQaQP6XR1xBI2x1W,2HHtWyy5CgaQbC7XSoOb0e,78,1982,243773,False,https://open.spotify.com/track/2HHtWyy5CgaQbC7XSoOb0e,0.815,0.438,0,-14.522,0,0.0346,0.216,0.000466,0.0787,0.552,108.965
114,Tiny Dancer,Elton John,Madman Across The Water,2OZbaW9tgO62ndm375lFZr,2TVxnKdb3tqe1nhQWwwZCO,79,1971-11-05,377093,False,https://open.spotify.com/track/2TVxnKdb3tqe1nhQWwwZCO,0.414,0.428,0,-11.097,1,0.0278,0.382,0.000243,0.148,0.282,145.075
115,Carry on Wayward Son,Kansas,Leftoverture (Expanded Edition),7MejfRSNnrpcLZIxkeZDqR,4DMKwE2E2iYDKY01C335Uw,77,1976,323000,False,https://open.spotify.com/track/4DMKwE2E2iYDKY01C335Uw,0.482,0.786,7,-5.735,1,0.032,0.00321,8.88e-05,0.446,0.793,126.755
116,Africa,TOTO,Toto IV,62U7xIHcID94o20Of5ea4D,2374M0fQpWi3dLnB54qaLX,86,1982-04-08,295893,False,https://open.spotify.com/track/2374M0fQpWi3dLnB54qaLX,0.671,0.373,9,-18.064,1,0.0323,0.257,8.01e-05,0.0481,0.732,92.718
117,Back In Black,AC/DC,Back In Black,6mUdeDZCsExyJLMdAfDuwh,08mG3Y1vljYA6bvDt4Wqkj,85,1980-07-25,255493,False,https://open.spotify.com/track/08mG3Y1vljYA6bvDt4Wqkj,0.31,0.7,9,-5.678,1,0.047,0.011,0.00965,0.0828,0.763,188.386
118,Bohemian Rhapsody - Remastered 2011,Queen,A Night At The Opera (Deluxe Remastered Version),6X9k3hSsvQck2OfKYdBbXr,7tFiyTwD0nx5a1eklYtX2J,74,1975-11-21,354320,False,https://open.spotify.com/track/7tFiyTwD0nx5a1eklYtX2J,0.392,0.402,0,-9.961,0,0.0536,0.288,0.0,0.243,0.228,143.883
119,Ice Ice Baby,Vanilla Ice,To The Extreme,1LHacvoBTd7o2d7wwQ9EZD,11d9oUiwHuYt216EFA2tiz,63,1990-01-01,271467,False,https://open.spotify.com/track/11d9oUiwHuYt216EFA2tiz,0.98,0.535,2,-16.035,1,0.058,0.027,1.68e-06,0.104,0.675,115.744
120,Get Ur Freak On,Missy Elliott,Miss E... So Addictive,20t54K6C80QQH7vbcpfJcP,6zsk6uF3MxfIeHPlubKBvR,71,2001-05-14,211120,True,https://open.spotify.com/track/6zsk6uF3MxfIeHPlubKBvR,0.797,0.75,0,-9.369,1,0.247,0.533,0.108,0.095,0.74,177.87
121,Hips Don't Lie (feat. Wyclef Jean),"Shakira, Wyclef Jean","Oral Fixation, Vol. 2 (Expanded Edition)",5ppnlEoj4HdRRdRihnY3jU,3ZFTkvIE7kyPt6Nu3PEa7V,86,2005-11-28,218093,False,https://open.spotify.com/track/3ZFTkvIE7kyPt6Nu3PEa7V,0.778,0.824,10,-5.892,0,0.0707,0.284,0.0,0.405,0.758,100.024
122,Lose Yourself,Eminem,Curtain Call: The Hits (Deluxe Edition),5qENHeCSlwWpEzb25peRmQ,5Z01UMMf7V1o0MzF86s6WJ,81,2005-12-06,326467,True,https://open.spotify.com/track/5Z01UMMf7V1o0MzF86s6WJ,0.692,0.744,2,-4.565,1,0.257,0.00868,0.000423,0.359,0.0612,171.374
123,Drops of Jupiter (Tell Me),Train,Drops Of Jupiter,6j6Zgm7vzAZegr48UppFVT,2hKdd3qO7cWr2Jo0Bcs0MA,81,2001-03-27,259933,False,https://open.spotify.com/track/2hKdd3qO7cWr2Jo0Bcs0MA,0.481,0.638,0,-5.862,1,0.0276,0.153,0.0,0.154,0.497,79.064
124,You Make My Dreams (Come True),Daryl Hall & John Oates,Voices,4LniALl9S6YedTFdiZWOMS,4o6BgsqLIBViaGVbx5rbRk,82,1980,190627,False,https://open.spotify.com/track/4o6BgsqLIBViaGVbx5rbRk,0.751,0.501,5,-12.151,1,0.0551,0.234,0.112,0.0467,0.902,167.057
125,Mr. Brightside,The Killers,Hot Fuss,6TJmQnO44YE5BtTxH8pop1,0eGsygTp906u18L0Oimnem,0,2004-06-15,222076,False,https://open.spotify.com/track/0eGsygTp906u18L0Oimnem,0.351,0.928,1,-3.71,1,0.0759,0.00113,0.0,0.0988,0.239,148.03
126,Stayin' Alive - 2007 Remastered Version Saturday Night Fever,Bee Gees,Saturday Night Fever [The Original Movie Soundtrack],0taUwU7qjtc9lvwmd7FKac,5cP52DlDN9yryuZVQDg3iq,0,1978-01-05,285373,False,https://open.spotify.com/track/5cP52DlDN9yryuZVQDg3iq,0.704,0.834,10,-7.131,0,0.0358,0.0291,0.00492,0.147,0.923,103.555
127,Jack & Diane,John Mellencamp,American Fool,4gouGcdQn9OvjX42xnWrF0,43btz2xjMKpcmjkuRsvxyg,75,1982,254493,False,https://open.spotify.com/track/43btz2xjMKpcmjkuRsvxyg,0.811,0.41,9,-8.214,1,0.0391,0.0365,6.63e-06,0.0799,0.626,103.965
128,Fortunate Son,Creedence Clearwater Revival,Willy And The Poor Boys (Expanded Edition),31q47gQszFt0CddSyMksgO,4BP3uh0hFLFRb5cjsgLqDh,86,1969-11-02,140773,False,https://open.spotify.com/track/4BP3uh0hFLFRb5cjsgLqDh,0.64,0.663,0,-7.516,1,0.0374,0.201,0.00806,0.152,0.663,132.77
129,Mr. Blue Sky,Electric Light Orchestra,Out of the Blue,3usnShwygMXVZB4IV5dwnU,2RlgNHKcydI9sayD2Df2xp,81,1977,303373,False,https://open.spotify.com/track/2RlgNHKcydI9sayD2Df2xp,0.388,0.338,10,-10.054,1,0.0329,0.652,3.73e-06,0.248,0.478,177.765
130,Video Killed The Radio Star,The Buggles,The Age Of Plastic,5KKpKvLOS4tCV7cSOwIOWF,6t1FIJlZWTQfIZhsGjaulM,67,1980-01-10,253800,False,https://open.spotify.com/track/6t1FIJlZWTQfIZhsGjaulM,0.675,0.61,1,-13.811,1,0.085,0.0852,0.0188,0.159,0.344,131.037
131,Single Ladies (Put a Ring on It),Beyoncé,I AM...SASHA FIERCE,23Y5wdyP5byMFktZf8AcWU,2ZBNclC5wm4GtiWaeh0DMx,68,2008-11-14,193213,False,https://open.spotify.com/track/2ZBNclC5wm4GtiWaeh0DMx,0.426,0.584,1,-5.293,1,0.296,0.0383,0.0,0.188,0.272,193.437
132,Renegade,Styx,Pieces Of Eight,294yFGYq9SBXWR4g6dK63D,1CQqupcyMg7176PPmIVmSj,70,1978-01-01,257227,False,https://open.spotify.com/track/1CQqupcyMg7176PPmIVmSj,0.492,0.552,7,-12.321,0,0.0341,0.0151,3.74e-05,0.0723,0.655,105.623
133,Radar Love,Golden Earring,20 #1's Classic Rock (Vol. 3),7qJrJM2xRFmR4nAlZs5LPI,6ZTZSXj4vA7JJ5nlf0JjVu,8,2018-05-11,384533,False,https://open.spotify.com/track/6ZTZSXj4vA7JJ5nlf0JjVu,0.514,0.659,4,-10.347,1,0.0363,0.0277,0.000863,0.0951,0.212,101.115
134,Toxic,Britney Spears,In The Zone,0z7pVBGOD7HCIB7S8eLkLI,6I9VzXrHxO9rA9A5euc8Ak,85,2003-11-13,198800,False,https://open.spotify.com/track/6I9VzXrHxO9rA9A5euc8Ak,0.774,0.838,5,-3.914,0,0.114,0.0249,0.025,0.242,0.924,143.04
135,My Humps,Black Eyed Peas,Monkey Business,2szeSQtOcJgRhDXmTS3SIf,19JdbdEwQI7bCxefMokZO8,69,2005-01-01,326960,False,https://open.spotify.com/track/19JdbdEwQI7bCxefMokZO8,0.801,0.682,1,-5.919,0,0.225,0.111,1.56e-05,0.109,0.586,123.95
136,Beautiful Day,U2,All That You Can't Leave Behind,7gskILm9UyDvFlmmAoqn2g,1VuBmEauSZywQVtqbxNqka,67,2000-01-01,246400,False,https://open.spotify.com/track/1VuBmEauSZywQVtqbxNqka,0.539,0.926,2,-6.495,1,0.0499,0.014,0.00136,0.36,0.454,136.279
137,Thnks fr th Mmrs,Fall Out Boy,Infinity On High,0hHopYqXhuvYSHtVyrcb1g,3Zwu2K0Qa5sT6teCCHPShP,81,2007-01-01,203507,False,https://open.spotify.com/track/3Zwu2K0Qa5sT6teCCHPShP,0.459,0.891,10,-5.057,0,0.0623,0.00511,0.0,0.106,0.588,154.837
138,I Write Sins Not Tragedies,Panic! At The Disco,A Fever You Can't Sweat Out,2YeOhhJg3OWpN0F1VYPxtW,4bPQs0PHn4xbipzdPfn6du,76,2005-09-27,186635,False,https://open.spotify.com/track/4bPQs0PHn4xbipzdPfn6du,0.569,0.83,9,-4.106,0,0.14,0.0807,0.0,0.114,0.609,170.094
139,The Middle,Jimmy Eat World,Bleed American (Deluxe Edition),2ZuFyQ3E5n1L0VA9iyH0YV,3mcG2NI5G5vhrQtRda1YnA,0,2001,168253,False,https://open.spotify.com/track/3mcG2NI5G5vhrQtRda1YnA,0.629,0.897,2,-3.401,1,0.0483,0.0424,0.0,0.263,0.93,161.944
140,"Paint It, Black",The Rolling Stones,Aftermath,72qrnM4yUNMDDlWiqKc8iY,63T7DJ1AFDD6Bn8VzG6JE8,85,1966-04-15,202267,False,https://open.spotify.com/track/63T7DJ1AFDD6Bn8VzG6JE8,0.464,0.795,1,-9.267,1,0.0926,0.0493,0.00244,0.399,0.612,158.691
141,Layla,Derek & The Dominos,70s Mixtape,6QIXWqve4t2J6U95vAT2vP,1G1gEapNhanP1p6anDlw1i,10,2018-06-01,424335,False,https://open.spotify.com/track/1G1gEapNhanP1p6anDlw1i,0.406,0.826,1,-7.25,1,0.0633,0.605,0.264,0.318,0.504,115.73
142,Cocaine,Eric Clapton,70s Mixtape,6QIXWqve4t2J6U95vAT2vP,19DMuOuRJG9lPKwhydJhCE,10,2018-06-01,214855,False,https://open.spotify.com/track/19DMuOuRJG9lPKwhydJhCE,0.698,0.579,9,-9.9,1,0.0255,0.0873,0.016,0.326,0.688,105.239
143,Pinball Wizard,The Who,Classic Rock Radio,4Sw9QbyKdN9jnqt9xcVV5N,5d1crMgGDOC8XwrilUoQ4H,20,2018-06-01,181643,False,https://open.spotify.com/track/5d1crMgGDOC8XwrilUoQ4H,0.544,0.723,2,-8.38,1,0.0368,0.0176,0.0,0.124,0.41,124.136
144,Thank You (Falettinme Be Mice Elf Agin) - Single Version,Sly & The Family Stone,Greatest Hits,0UM9SydcBtsklCTFgGLvcT,74iQ3gahRTOGc19bYadBE3,59,1970-11-21,291320,False,https://open.spotify.com/track/74iQ3gahRTOGc19bYadBE3,0.9,0.709,9,-12.683,1,0.0636,0.296,0.00047,0.0863,0.897,105.822
145,The Pretender,Foo Fighters,"Echoes, Silence, Patience & Grace",3ilXDEG0xiajK8AbqboeJz,7x8dCjCr0x6x2lXKujYD34,81,2007-09-25,269373,False,https://open.spotify.com/track/7x8dCjCr0x6x2lXKujYD34,0.433,0.959,9,-4.04,1,0.0431,0.000917,0.0,0.028,0.365,172.984
146,Enter Sandman,Metallica,Metallica,6QdCohkHKNTVoaSx1ZzitH,5BIMPccDwShpXq784RJlJp,2,1991-08-12,331573,False,https://open.spotify.com/track/5BIMPccDwShpXq784RJlJp,0.579,0.824,6,-8.71,0,0.03,0.00206,0.00903,0.059,0.635,123.331
147,Paradise City,Guns N' Roses,Appetite For Destruction,5JKFiC2WVi9HtvJEm8CUB8,5Q41NLTmGbVPozwHKK7bk2,0,1987-07-21,406307,False,https://open.spotify.com/track/5Q41NLTmGbVPozwHKK7bk2,0.274,0.949,11,-8.642,1,0.0896,0.0214,0.00778,0.218,0.497,100.346
148,Push It,Salt-N-Pepa,"Hot, Cool & Vicious",1zSDLZLSN9nEJwmkrahZkl,0TT7wJiEYD5GAeJfSR1ETX,0,1986-01-01,272133,False,https://open.spotify.com/track/0TT7wJiEYD5GAeJfSR1ETX,0.926,0.6,7,-12.485,1,0.0883,0.00684,0.00187,0.0901,0.97,127.247
149,What I Got,Sublime,Sublime,14eK347GdWO4mBBx78tsut,3B4q6KbHbGV51HO3GznBFF,76,1996-07-30,170907,True,https://open.spotify.com/track/3B4q6KbHbGV51HO3GznBFF,0.804,0.696,7,-7.47,1,0.0899,0.00877,0.000985,0.314,0.657,95.721
150,(Don't Fear) The Reaper,Blue Öyster Cult,Agents Of Fortune,6C9WzlQANeoD0GW5B41YJt,5QTxFnGygVM4jFQiBovmRo,77,1976,308120,False,https://open.spotify.com/track/5QTxFnGygVM4jFQiBovmRo,0.333,0.927,9,-8.55,0,0.0733,0.0029,0.000208,0.297,0.385,141.466
151,Dream On,Aerosmith,Aerosmith,19lEZSnCCbVEkKchoPQWDZ,5MxNLUsfh7uzROypsoO5qe,9,1973-01-05,266960,False,https://open.spotify.com/track/5MxNLUsfh7uzROypsoO5qe,0.307,0.433,1,-10.057,1,0.029,0.388,9.08e-05,0.332,0.224,160.9
152,Juke Box Hero,Foreigner,4 (Expanded),2Pw51hAGvWpTA3AYl2WVuu,00qOE7OjRl0BpYiCiweZB2,71,1981,259800,False,https://open.spotify.com/track/00qOE7OjRl0BpYiCiweZB2,0.357,0.653,9,-5.554,1,0.0654,0.0828,0.0,0.0844,0.522,176.647
153,Fortunate Son,Creedence Clearwater Revival,The Long Road Home - The Ultimate John Fogerty / Creedence Collection,4A8gFwqd9jTtnsNwUu3OQx,5e6x5YRnMJIKvYpZxLqdpH,0,2005-12-14,138053,False,https://open.spotify.com/track/5e6x5YRnMJIKvYpZxLqdpH,0.636,0.746,0,-3.785,1,0.0393,0.0648,0.29,0.173,0.432,132.31
154,Rock And Roll All Nite,KISS,Dressed To Kill,1YCC4oZXg2zGn7pVSKVlGF,6KTv0Z8BmVqM7DPxbGzpVC,77,1975-03-19,168840,False,https://open.spotify.com/track/6KTv0Z8BmVqM7DPxbGzpVC,0.654,0.929,1,-5.906,1,0.0998,0.0468,0.0,0.0539,0.902,144.774
155,Listen to the Music,The Doobie Brothers,Toulouse Street,2x1Yi30lsWJUoBj1kmovnm,7Ar4G7Ci11gpt6sfH9Cgz5,78,1972,227267,False,https://open.spotify.com/track/7Ar4G7Ci11gpt6sfH9Cgz5,0.645,0.598,1,-13.18,0,0.0335,0.221,3.53e-06,0.0721,0.913,105.929
156,Take The Money And Run,Steve Miller Band,Fly Like An Eagle,0fjJOLqG3v7vXRYhz2wxPC,1ZhrREyOOeFV6TxDOyiPwu,72,1976-01-01,170173,False,https://open.spotify.com/track/1ZhrREyOOeFV6TxDOyiPwu,0.565,0.645,0,-12.923,1,0.0484,0.0552,2.84e-06,0.151,0.836,99.3
157,Material Girl,Madonna,Celebration (double disc version),43lok9zd7BW5CoYkXZs7S0,22sLuJYcvZOSoLLRYev1s5,78,2009-09-18,240280,False,https://open.spotify.com/track/22sLuJYcvZOSoLLRYev1s5,0.742,0.883,0,-3.419,1,0.0329,0.333,7.51e-06,0.0964,0.978,136.506
158,"Footloose - From ""Footloose"" Soundtrack",Kenny Loggins,The Essential Kenny Loggins,68ZonGoyvksZu4sqqNXect,4YR6Dextuoc3I8nJ0XgzKI,68,2002,226293,False,https://open.spotify.com/track/4YR6Dextuoc3I8nJ0XgzKI,0.564,0.911,2,-5.39,1,0.0536,0.159,4.36e-05,0.118,0.582,173.938
159,Faith - Remastered,George Michael,Faith,34K1Kvskt9arWy8E1Gz3Lw,0HEmnAUT8PHznIAAmVXqFJ,79,1987-10-30,193200,False,https://open.spotify.com/track/0HEmnAUT8PHznIAAmVXqFJ,0.887,0.48,11,-11.994,1,0.117,0.0094,3.58e-05,0.0662,0.607,95.846
160,Fast Car,Tracy Chapman,Tracy Chapman,6hmmX5UP4rIvOpGSaPerV8,2M9ro2krNb7nr7HSprkEgo,82,1988-04-05,296800,False,https://open.spotify.com/track/2M9ro2krNb7nr7HSprkEgo,0.711,0.292,4,-15.523,0,0.037,0.313,0.0,0.131,0.194,103.951
161,True Colors,Cyndi Lauper,True Colors,31TRqoVBTQi0lzlPLtvINn,2A6yzRGMgSQCUapR2ptm6A,73,1986-10-14,227600,False,https://open.spotify.com/track/2A6yzRGMgSQCUapR2ptm6A,0.397,0.207,0,-13.155,1,0.0331,0.701,3.07e-05,0.116,0.268,171.282
162,Space Oddity - 2015 Remaster,David Bowie,David Bowie (aka Space Oddity) [2015 Remaster],1ay9Z4R5ZYI2TY7WiDhNYQ,72Z17vmmeQKAg8bptWvpVG,73,1969-11-04,318027,False,https://open.spotify.com/track/72Z17vmmeQKAg8bptWvpVG,0.31,0.403,0,-13.664,1,0.0326,0.0726,9.27e-05,0.139,0.466,134.48
163,Hip To Be Square,Huey Lewis & The News,Fore!,5L0vaNLbzgP8RIJqs1zamE,648BMGrt98kUbLo24A4vgj,65,1986-01-01,245467,False,https://open.spotify.com/track/648BMGrt98kUbLo24A4vgj,0.668,0.779,9,-11.089,1,0.0325,0.0025,0.000347,0.139,0.963,140.873
164,I Walk the Line,Johnny Cash,With His Hot and Blue Guitar,4449MfWtDgtRQBYZvbPqV6,1Vr6JSWTpl5MIxUHOJ3nny,0,1957-10-11,163046,False,https://open.spotify.com/track/1Vr6JSWTpl5MIxUHOJ3nny,0.862,0.484,10,-11.183,1,0.0421,0.798,0.000996,0.105,0.787,105.834
